,specobjid,objid8,ra,dec,Gtype
451,300674125976856576,1237650795146969196,147.8092,-0.7284722,S
452,300674400854763520,1237650795146969287,147.7401,-0.7433889,UN
453,300675225488484352,1237650795146969277,147.733,-0.7203056,UN
454,300676325000112128,1237651800696225921,147.6457,-0.2766667,UN
455,300676599878019072,1237648720679796935,147.83,-0.4415,S
456,300677149633832960,1237648720679862442,147.9663,-0.5001389,UN
457,300677424511739904,1237648720679796926,147.8063,-0.4812222,UN
458,300677699389646848,1237648720679796790,147.8793,-0.5088333,UN
459,300678249145460736,1237648720679796961,147.8693,-0.5626944,S
460,300678798901274624,1237650795683905713,147.8548,-0.3690278,S
461,300679073779181568,1237651800696225983,147.7359,-0.3180278,UN
462,300679623534995456,1237648721216536862,147.6344,-0.09822223,UN
463,300679898412902400,1237648720679796988,147.9104,-0.5761389,UN
464,300680173290809344,1237648720679862653,148.0332,-0.5622778,UN
465,300680723046623232,1237650795683774652,147.6297,-0.28925,UN
466,300682372314064896,1237650795146838164,147.4015,-0.8331111,UN
467,300682922069878784,1237648720142729338,147.4311,-0.8672778,S
468,300683196947785728,1237648720142729437,147.4864,-0.9751667,S
469,300683471825692672,1237648720142729396,147.4081,-0.8870278,E
470,300684571337320448,1237648720142729442,147.4937,-0.8831389,UN
471,300685395971041280,1237648720142794821,147.6205,-0.9148611,UN
472,300685670848948224,1237650795146903596,147.6071,-0.7542778,UN
473,300685945726855168,1237648720142794854,147.5233,-0.8495278,UN
474,300686495482669056,1237650795146838212,147.4744,-0.8083056,UN
475,300686770360576000,1237648720142729411,147.4283,-0.8400556,UN
476,300687594994296832,1237650795683709140,147.4372,-0.3420833,S
477,300688144750110720,1237650796220579965,147.4391,0.04683333,UN
478,300688694505924608,1237650795683709176,147.4701,-0.3513333,E
479,300688969383831552,1237650795683774621,147.5678,-0.2813889,UN
480,300690068895459328,1237650795683709164,147.4603,-0.3010278,UN
481,300691718162900992,1237648721216471235,147.4777,-0.1652222,S
482,300691993040807936,1237650795683709186,147.4905,-0.3163333,UN
483,300692817674528768,1237648720142598466,147.1767,-0.9528334,UN
484,300693642308249600,1237648720142663798,147.2049,-0.8874444,E
485,300693917186156544,1237648720142598523,147.1655,-0.8913056,UN
486,300695566453598208,1237648720142663815,147.2299,-0.8983333,S
487,300696391087319040,1237648720142598416,147.0778,-0.8730278,S
488,300696665965225984,1237650795146772593,147.2722,-0.6756945,UN
489,300697215721039872,1237648720679338141,146.8813,-0.5141667,UN
490,300697765476853760,1237648720142663801,147.222,-0.8654444,UN
491,300698315232667648,1237648720679600281,147.3999,-0.5569444,UN
492,300698864988481536,1237648720679534863,147.3419,-0.5402778,UN
493,300699139866388480,1237650795683643629,147.3629,-0.3278889,S
494,300699414744295424,1237650795683578072,147.2207,-0.2931389,E
495,300700239378016256,1237650795683709119,147.3915,-0.2498056,UN
496,300700514255923200,1237650795683447062,146.8261,-0.3375278,S
497,300701613767550976,1237650796220579942,147.4054,0.1113333,UN
498,300701888645457920,1237650796220514453,147.2941,0.1465,UN
499,300702163523364864,1237650795683381471,146.7297,-0.2596667,E
500,300702713279178752,1237650796220580024,147.4977,0.1042222,UN
501,300702988157085696,1237650796220514540,147.389,0.09016667,UN
502,300703263034992640,1237650795683643639,147.3789,-0.3850555,UN
503,300706561569875968,1237650797294190819,147.1674,0.9439445,UN
504,300706836447782912,1237651752385380607,147.3135,0.8971667,E
505,300707386203596800,1237648722290147714,147.3184,0.8216389,E
506,300707935959410688,1237651752385380650,147.2018,0.9204444,UN
507,300708760593131520,1237650797294125131,147.0495,1.005,UN
508,300709035471038464,1237650796757451115,147.4317,0.4563056,S
509,300710134982666240,1237650796757319855,147.1655,0.4338056,UN
510,300710959616387072,1237648722289951090,146.7729,0.7011389,UN
511,300712883761735680,1237648721753342110,147.3727,0.2425833,S
512,300713708395456512,1237648721753276568,147.3093,0.3442778,UN
513,300714533029177344,1237650797294256244,147.3668,0.9683611,UN
514,300715907418712064,1237651752922317033,147.4832,1.185,UN
515,300716182296619008,1237648722290278708,147.5148,0.8343334,UN
516,300716732052432896,1237648722827149457,147.5114,1.100611,S
517,300717281808246784,1237651752385446012,147.4224,0.8555833,UN
518,300718106441967616,1237648722290278687,147.6426,0.7801111,S
519,300719755709409280,1237648722290213005,147.4501,0.7580833,S
520,300720030587316224,1237651801769902317,147.539,0.5975834,S
521,300720305465223168,1237648722290278413,147.5131,0.719,UN
522,300720580343130112,1237651801769902108,147.5522,0.5396389,UN
523,300721404976850944,1237651801769902080,147.5258,0.51225,UN
524,300721954732664832,1237648722290278713,147.5477,0.6676667,UN
525,300722779366385664,1237651801769902301,147.525,0.5388055,UN
526,300723054244292608,1237648721753342172,147.471,0.3150278,S
527,300723329122199552,1237651801769902259,147.5022,0.5413889,UN
528,300724428633827328,1237651801769902260,147.4909,0.531,UN
529,300724703511734272,1237648722290278627,147.5686,0.7060834,E
530,300725253267548160,1237651801769836544,147.4562,0.5126666,UN
531,300725528145455104,1237651752922448014,147.692,1.1795,UN
532,300726077901268992,1237651752385642628,147.8556,0.9321111,UN
533,300726627657082880,1237651752922382529,147.6272,1.2205,UN
534,300728551802431488,1237651752385642693,147.8159,0.846,UN
535,300728826680338432,1237651752385577215,147.7899,0.9161667,UN
536,300730201069873152,1237651752385642761,147.8355,0.8996944,UN
537,300730750825687040,1237648722290344109,147.7005,0.8295556,UN
538,300732125215221760,1237648722290278662,147.6192,0.7470555,S
539,300732949848942592,1237651801769967819,147.74,0.6156667,E
540,300733224726849536,1237648722290344082,147.671,0.6672778,UN
541,300733499604756480,1237648722290278439,147.591,0.7364166,S
542,300734049360570368,1237651801769967807,147.7224,0.6022778,UN
543,300734324238477312,1237650796757516592,147.6578,0.4254445,UN
544,300734599116384256,1237648721753538850,147.8952,0.2556389,E
545,300734873994291200,1237650796757647516,147.8656,0.5020278,S
546,300735148872198144,1237648722290344133,147.729,0.7696944,UN
547,300735698628012032,1237648721753473275,147.7793,0.2263056,UN
548,300736248383825920,1237648721753538824,147.8646,0.2558889,S
549,300736523261732864,1237650797294518398,147.9108,1.031972,UN
550,300738172529174528,1237648722827280613,147.8275,1.132306,S
551,300738447407081472,1237648722827280442,147.8959,1.112056,E
552,300738722284988416,1237651752922579217,147.9374,1.21,UN
553,300739272040802304,1237650797294583854,147.9945,0.9846944,UN
554,300739821796616192,1237648722290475146,147.9684,0.7644445,S
555,300740646430337024,1237651752385708149,147.9933,0.9363889,UN
556,300740921308243968,1237648722827280657,147.8926,1.138833,UN
557,300741471064057856,1237651752385708153,148.0144,0.8711944,E
558,300741745941964800,1237650797294518543,147.9312,0.9521111,UN
559,300742020819871744,1237648722290475152,147.9753,0.714,UN
560,300742295697778688,1237648721753604290,148.0063,0.3488611,UN
561,300742570575685632,1237650796757647663,147.928,0.49425,UN
562,300742845453592576,1237651801770098844,147.9513,0.6052222,S
563,300743120331499520,1237648721753669653,148.1345,0.2358056,UN
564,300743395209406464,1237651801233293573,148.131,0.2018333,UN
565,300743670087313408,1237648721753538898,147.9453,0.3304722,S
566,300743944965220352,1237650796757713015,147.9977,0.4543056,UN
567,300744494721034240,1237648722290409664,147.8974,0.6758889,UN
568,300744769598941184,1237651801770098911,148.0688,0.5476111,UN
569,300745044476848128,1237648721753604388,147.9492,0.2902222,S
570,300745594232662016,1237650796757647434,147.8972,0.43475,UN
571,300745869110568960,1237650796220842186,148.0828,0.2036667,S
572,300746143988475904,1237648721753538870,147.9054,0.4121111,UN
573,300746693744289792,1237648722290475142,147.9647,0.6583334,UN
574,300747243500103680,1237648721753538747,147.9348,0.2684167,S
575,300747793255917568,1237651801770164478,148.2368,0.6110556,S
576,300748068133824512,1237650796757778527,148.2473,0.5028889,UN
577,300748343011731456,1237648722290606343,148.3178,0.6666945,UN
578,300748617889638400,1237648722290540656,148.1881,0.7516111,UN
579,300748892767545344,1237651801770229959,148.2903,0.5834722,S
580,300749717401266176,1237648721753669817,148.1568,0.3088333,UN
581,300749992279173120,1237651801770229917,148.2385,0.5495555,UN
582,300750267157080064,1237651801770164434,148.182,0.53725,S
583,300750542034987008,1237651801770164404,148.1675,0.5304167,E
584,300751091790800896,1237651801233359003,148.2932,0.2039722,UN
585,300751366668707840,1237648721753735313,148.2522,0.2408611,UN
586,300751641546614784,1237648721753735354,148.3069,0.3899444,UN
587,300751916424521728,1237648721753669945,148.2334,0.3577222,E
588,300752191302428672,1237648721753735318,148.2558,0.2963889,UN
589,300752466180335616,1237648722290606332,148.3119,0.6499444,S
590,300752741058242560,1237648722290606324,148.308,0.6285278,S
591,300753290814056448,1237648722290671769,148.4356,0.7541944,UN
592,300753565691963392,1237651801770295447,148.4138,0.5953056,UN
593,300754665203591168,1237648722290671761,148.4297,0.6665,UN
594,300754940081498112,1237648722290606136,148.3342,0.6976944,S
595,300755214959405056,1237651801770295462,148.4294,0.5713611,UN
596,300755489837312000,1237651801770295403,148.3952,0.5962778,S
597,300755764715218944,1237648722290671732,148.4029,0.7551111,UN
598,300756039593125888,1237650796757844174,148.3768,0.4486389,E
599,300756314471032832,1237651801770229999,148.341,0.5298333,UN
600,300756589348939776,1237650796757844130,148.3549,0.4869722,S
601,300757139104753664,1237651801770295432,148.41,0.6153055,UN
602,300757413982660608,1237650796757844249,148.41,0.4251944,UN
603,300758238616381440,1237650796757909634,148.4437,0.4943611,UN
604,300760437639636992,1237648722827411667,148.1613,1.103194,UN
605,300761262273357824,1237651752385708321,148.0749,0.8894722,UN
606,300762086907078656,1237650797294583987,148.1379,0.9841111,UN
607,300762636662892544,1237651752385708176,148.0547,0.9245,S
608,300762911540799488,1237651752385708168,148.0355,0.9296111,UN
609,300763736174520320,1237650797294583880,148.0356,0.9731389,S
610,300764011052427264,1237648722290671857,148.5247,0.6505278,S
611,300764285930334208,1237651801770361023,148.5624,0.5645556,UN
612,300764560808241152,1237651801770295502,148.4669,0.5613334,UN
613,300764835686148096,1237651801770361001,148.5425,0.6054444,S
614,300765110564055040,1237654670808711220,148.6106,0.4762778,UN
615,300765935197775872,1237648722290737341,148.5589,0.6383055,S
616,300766210075682816,1237650796757909697,148.5059,0.4975833,UN
617,300766759831496704,1237651801770361119,148.6082,0.6064166,UN
618,300767309587310592,1237648721753800935,148.5352,0.3316389,UN
619,300767584465217536,1237651801233424555,148.4526,0.2049722,UN
620,300767859343124480,1237648722290671841,148.51,0.7272778,UN
621,300768683976845312,1237648721753800919,148.5092,0.23925,UN
622,300768958854752256,1237648721753866336,148.5592,0.2554167,UN
623,300769233732659200,1237648721753866380,148.6193,0.2545833,S
624,300769508610566144,1237648722827477226,148.3484,1.086389,UN
625,300771157878007808,1237651752385839379,148.326,0.8894167,UN
626,300771432755914752,1237651752385904769,148.4175,0.9180833,UN
627,300771707633821696,1237650797294715116,148.3015,0.9718889,UN
628,300771982511728640,1237651752385839394,148.3533,0.91225,UN
629,300772257389635584,1237648722290606311,148.2853,0.7705556,UN
630,300772807145449472,1237648722290606358,148.3486,0.7715833,UN
631,300773082023356416,1237648722290737336,148.5517,0.8053055,UN
632,300773631779170304,1237651752385839369,148.2993,0.8574722,UN
633,300774456412891136,1237648722290671783,148.4405,0.78675,S
634,300774731290798080,1237651752385839180,148.3286,0.9446945,UN
635,300775006168705024,1237654670808842500,148.8559,0.4546389,UN
636,300775555924518912,1237651801770492096,148.8548,0.5413055,UN
637,300775830802425856,1237651801770426430,148.8171,0.5629722,S
638,300776930314053632,1237648721753866294,148.662,0.2265278,UN
639,300777205191960576,1237651801770426528,148.8105,0.6129444,UN
640,300777480069867520,1237648722290868398,148.86,0.7486111,S
641,300777754947774464,1237648721753997510,148.8796,0.3548611,E
642,300778029825681408,1237648721753931984,148.7817,0.2773611,S
643,300778579581495296,1237651801770492286,148.901,0.6062778,UN
644,300779129337309184,1237648721753932015,148.8111,0.2800833,UN
645,300779953971030016,1237654670808776857,148.7325,0.4410278,E
646,300780228848936960,1237654670808776907,148.8053,0.4884444,UN
647,300781053482657792,1237653663647662234,148.7575,0.9695,S
648,300781328360564736,1237653663647727721,148.7816,1.016583,E
649,300782152994285568,1237653663647662207,148.7045,1.00975,S
650,300782977628006400,1237648722290737224,148.6008,0.8237222,E
651,300783252505913344,1237648722290802828,148.7619,0.7575,S
652,300784077139634176,1237648722827608270,148.6665,1.097306,UN
653,300784352017541120,1237648722290671873,148.5405,0.7685,S
654,300785451529168896,1237648722290868466,148.9469,0.7731389,UN
655,300785726407075840,1237648722827608286,148.6924,1.075972,UN
656,300786001284982784,1237648721753997542,148.9247,0.2225556,UN
657,300786551040796672,1237648721753997595,148.9754,0.3329445,S
658,300786825918703616,1237648721754062893,149.041,0.3258611,UN
659,300787100796610560,1237651801770492055,148.9485,0.5559444,UN
660,300787375674517504,1237654670808907915,149.0602,0.5094166,UN
661,300787925430331392,1237648722290868490,148.9617,0.6872778,S
662,300788200308238336,1237648722290933876,149.005,0.665,S
663,300788750064052224,1237651801770557613,149.0741,0.5746667,UN
664,300789024941959168,1237648721754062946,149.1152,0.3055278,UN
665,300789299819866112,1237648721754063090,149.1097,0.3350278,UN
666,300789849575680000,1237648721754063030,149.0324,0.2881389,UN
667,300790124453586944,1237651801770492184,148.9494,0.5308055,S
668,300790399331493888,1237648721754128491,149.1849,0.2421111,UN
669,300790674209400832,1237654670808907883,149.0091,0.4401945,S
670,300790949087307776,1237651801233752176,149.1945,0.2027222,E
671,300791223965214720,1237648721753997600,148.9824,0.2298611,S
672,301742027064764416,1237651800160469245,150.2292,-0.7278333,UN
673,301742301942671360,1237651800160469283,150.2724,-0.7246111,UN
674,301742851698485248,1237648720143843470,149.999,-0.8691667,E
675,301743126576392192,1237651800160469257,150.2478,-0.7384444,S
676,301743676332206080,1237648720680714471,150.0169,-0.5880556,UN
677,301743951210113024,1237648720143909041,150.185,-0.8990833,S
678,301744500965926912,1237648720680779923,150.0977,-0.4450278,UN
679,301744775843833856,1237648720680779989,150.1908,-0.61475,E
680,301745050721740800,1237648720680845525,150.2685,-0.5423055,UN
681,301745325599647744,1237651800160534607,150.3463,-0.6346111,S
682,301745600477554688,1237648720680779853,150.1397,-0.5676389,UN
683,301746425111275520,1237648720680910948,150.3727,-0.5456111,UN
684,301746974867089408,1237654669735756040,150.4487,-0.3854167,UN
685,301747249744996352,1237648720680910946,150.3726,-0.4416389,UN
686,301747799500810240,1237648721217781931,150.3777,-0.1301389,UN
687,301748349256624128,1237648721217781947,150.3823,-0.1860833,UN
688,301748899012438016,1237651800697471092,150.5138,-0.2138333,UN
689,301749173890344960,1237648721217781969,150.4017,-0.1638611,UN
690,301749448768251904,1237651800697405602,150.3721,-0.2149722,UN
691,301749723646158848,1237648721217782065,150.4235,-0.1736111,UN
692,301750273401972736,1237648721217782054,150.4903,-0.1171111,UN
693,301750548279879680,1237648721217782018,150.448,-0.1613333,S
694,301750823157786624,1237651800697405595,150.3668,-0.3015,UN
695,301751647791507456,1237648721217781869,150.4706,-0.1251667,E
696,301752197547321344,1237651800697405703,150.4562,-0.3086389,E
